raw_text,source
how are things in the world,HWU64
does the restaurant have delivery,HWU64
did i make a shopping list,HWU64
how much is fifty us dollars with in china,HWU64
train schedule,HWU64
lower my music player volume by fifty percent of its current level,HWU64
social media,HWU64
can you please check what i last said.,HWU64
where do most celebrities hang out,HWU64
start the podcast i was last listening to,HWU64
what temperature should the oil be for frying french fries,HWU64
look up whether or not charley's steakhouse delivers,HWU64
lights at percent,HWU64
name the singer,HWU64
will you do it again please.,HWU64
tell me when the hockey game tickets are for,HWU64
compose this email to this new email address,HWU64
can i get a taxi to come to my house in an hour,HWU64
train ticket,HWU64
i'd like you just cancel.,HWU64
what restaurant is open after midnight,HWU64
go to beginning of previous episode,HWU64
play jazz from jennifer's latest album,HWU64
sorry.,HWU64
does fridays do takeaway,HWU64
what day of the week is the twenty second march,HWU64
can you give me the time in this time zone,HWU64
when is the next alarm,HWU64
am i busy on wednesday evening,HWU64
what is the weather today,HWU64
please continue reading audiobook,HWU64
is it going to rain later,HWU64
best reviews restaurant in south sacramento,HWU64
play most recent podcast upload,HWU64
what does the analysts say about the new immigration policies,HWU64
mute the settings,HWU64
play football with me,HWU64
yes that's fantastic.,HWU64
will it be nice at the beach on friday,HWU64
what day does easter fall on,HWU64
remove finlee's bedtime alarm,HWU64
how tall is roraima mount,HWU64
do you know the definition of school,HWU64
"it's perfect job, musch appreciated, olly.",HWU64
thanks but you have got it incorrect.,HWU64
what is the traffic this morning,HWU64
send email to nancy about tomorrow's work party details,HWU64
what is twelve times eight,HWU64
can you empty my calendar,HWU64
are there any new snaps on snapchat,HWU64
what is traffic like right now,HWU64
brew a pot of coffee,HWU64
what is the total number of oceans in the world,HWU64
socket off,HWU64
please turn off the light of the bathroom,HWU64
please train,HWU64
make me a cup of coffee with salted carmel flavored cream,HWU64
delete all scheduled events,HWU64
add a new email address which is,HWU64
please give me directions to a park near me,HWU64
can you just cancel please.,HWU64
it was not the correct response.,HWU64
"s1, would you further elaborate to me please.",HWU64
check if any alarm is there after five am,HWU64
where is dell standing in stock market right now,HWU64
open email for unread mails,HWU64
give me the idea of current traffic condition,HWU64
clean my entire calendar,HWU64
look up information on mount rushmore,HWU64
delete item on list,HWU64
"it was good job, i appreciate it, olly.",HWU64
open stock price for name,HWU64
tweet complaint,HWU64
tell me how to make garlic bread,HWU64
whats the best place to eat near here,HWU64
song next please,HWU64
set rotating event,HWU64
set the speakers to mute,HWU64
switch from blue to yellow lights,HWU64
i think it's not the correct answer.,HWU64
olly cancel yoga alarms,HWU64
let wendy's know i hate them,HWU64
what is eighty seven minus fourteen,HWU64
i want to cook pasta in american style show me how,HWU64
what type of cheese do i need for my enchiladas,HWU64
you've done that correctly thanks.,HWU64
what's the address for alex,HWU64
could you please book me a taxi going to location,HWU64
lower the lights please,HWU64
open songs by prince,HWU64
you are leading me into wrong.,HWU64
lets play battleship,HWU64
"fantastic job, you did well, olly.",HWU64
please turn off kitchen light for me,HWU64
what is the temperature in indianapolis indiana,HWU64
just add a new email in my contacts from michael,HWU64
i've got dollars for the month how much can i spend every day this month,HWU64
what is the current stock rate of facebook,HWU64
how many alarms do i have,HWU64
turn on the robot vacuum cleaner,HWU64
"oh no, this was not what i was searching for.",HWU64
do i have a doctors appointment today,HWU64
where is the event today,HWU64
when is the next train leaving for austin,HWU64
get me a train ticket to go to,HWU64
have you made a mistake.,HWU64
inform me about the most popular rom com movie playing now in theatres across new york,HWU64
please remind to sleep at nine pm,HWU64
i would love a less bright up room,HWU64
could you tell me it one more time please.,HWU64
i want an alarm for six am everyday,HWU64
i would like my to write original romantic messages for my wife,HWU64
tweet at united airlines i'm angry you lost my bags,HWU64
i want to play a game with you,HWU64
i need to book rajdhani train ticket from mumbai to ahmedabad,HWU64
what happens on the fourth of july,HWU64
please look up best recipes,HWU64
have i received any emails from my father,HWU64
i do not think that was correct.,HWU64
can you please disregard the party that i will be going to this weekend on my calendar,HWU64
send an email to juanpedro@gmail dot com,HWU64
open davinci code audiobook,HWU64
any festivals in town at this time or in the coming week,HWU64
i need to book a train ticket to la,HWU64
list all events and delete,HWU64
what is home town weather,HWU64
skip to next,HWU64
it will be good if you yellowish the light,HWU64
please turn off the wemo plug,HWU64
please remind me of all the nba scores in a week,HWU64
start the radio now on low volume,HWU64
is yemen closer to japan or india,HWU64
i want to book rajdhani train ticket from mumbai to ahmadabad,HWU64
turn lights off in kitchen,HWU64
please remove the alarm set for wednesday called kickball,HWU64
i need you to have the volume louder,HWU64
please turn off right side of light,HWU64
can you please off the light,HWU64
do i have a meeting today,HWU64
start and email to john smith,HWU64
could you check instruction.,HWU64
can you remind me about the gym class in two hours,HWU64
color change of lights,HWU64
is there anything new on snapchat,HWU64
help me call james,HWU64
please switch off the light,HWU64
book me a train ticket at earliest time tomorrow,HWU64
send me notice of meeting wednesday nine am,HWU64
what is going on around me,HWU64
is swat a good movie,HWU64
set up an alarm clock at one pm,HWU64
shall we meet for today's party,HWU64
have i gotten any new emails,HWU64
please add the meeting with ms boland on wednesday eight hundred am to my calendar,HWU64
you have got the answer exactly.,HWU64
plan me a holiday trip,HWU64
save my song preferences on playlist,HWU64
how is the traffic right now,HWU64
olly i said call jack not jake.,HWU64
make the coffee,HWU64
what is the geographic info of a pop singer rahman,HWU64
play maroon five playlist,HWU64
call me a taxi,HWU64
set lights to twenty percent,HWU64
"ah it was great one, olly.",HWU64
remove all events from my calendar,HWU64
make the light in here redder,HWU64
open radio,HWU64
book a train ticket from here to charleston west virginia at eight am today,HWU64
how many times does fifty go into one million,HWU64
delete my dr k appointment in march,HWU64
what is the best italian restaurant around here,HWU64
do i have any music by lady antebellum,HWU64
turn off my wemo plug socket now,HWU64
which rom com movie can i watch in theatres around new york,HWU64
is it true that susan's birthday is on march first,HWU64
where was marlon brando born,HWU64
wonderful response to command.,HWU64
what music is being played right now,HWU64
cancel all meetings for today,HWU64
does pizza hut have my order ready,HWU64
start bbc radio,HWU64
display recent email from john,HWU64
just to confirm you set the alarm to go off at eight hundred,HWU64
play rohan sharma podcast for me,HWU64
"that was good one, thank you so much.",HWU64
forward email,HWU64
crack a joke,HWU64
let me know about the exchange rate of rupee to dirham,HWU64
please switch on my wemo plug socket,HWU64
can you remind me to check my clothes in a hour,HWU64
activate robot vacuum cleaner,HWU64
do you know about this lyrics,HWU64
could you please turn off the overhead light in the kitchen,HWU64
what alarms do i have set right now,HWU64
can you tell me what twenty five percent of two thousand one hundred is,HWU64
how do i make cookies,HWU64
i want to start a new list of power tools on sale at true value,HWU64
tell joke,HWU64
play my country playlist,HWU64
call an uber now,HWU64
what happened to my pizza order it has been an hour since i ordered,HWU64
add broccoli to my grocery list,HWU64
what is motorola going for today,HWU64
take off the doctor's appointment on march twentieth,HWU64
i need to change the color of this light,HWU64
it has a meaning of rhythm,HWU64
please could you replay.,HWU64
how to cook crabs,HWU64
can you order me takeout,HWU64
turn my smart plug socket on,HWU64
scratch that one from the list,HWU64
what are the climatic conditions in that area,HWU64
show me the email of jack,HWU64
i like you stop it.,HWU64
"you are awesome, i appreciate it.",HWU64
is traffic to work clear,HWU64
do i have a home number for shelly,HWU64
maximum kilometer to delivery,HWU64
cnn headlines,HWU64
how many grocery stores are located in my neighborhood,HWU64
you have done that right appreciated.,HWU64
add this song to my music,HWU64
turn on spotify shuffle,HWU64
could not understand it.,HWU64
remove this list from the others,HWU64
which song is this one,HWU64
take item off list,HWU64
what is the home phone number for sarah,HWU64
what is the stock price of nike today,HWU64
time in chicago,HWU64
let's do it again please.,HWU64
is the alarm set for tomorrow morning,HWU64
what about the new york city traffic,HWU64
where is an olive garden that does takeaway,HWU64
show a new list,HWU64
near by super market,HWU64
do i have any private messages on any social media,HWU64
